the_geom,School_ID,Y,X,School_Typ,Grade_Cat,Grades,SCH_ADDR,SCHOOL_NM
POINT (-87.60841876847849 41.81449879499185),610345,1875827.22574,1181862.84935,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4414 S EVANS AVE, 60653",WOODSON
POINT (-87.68106119770613 41.777510507274556),610347,1862190.25203,1162162.57674,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2300 W 64TH ST, 60636",CLAREMONT
POINT (-87.5766429511519 41.729692360814184),610350,1844999.03444,1190796.93975,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","9101 S EUCLID AVE, 60619",BLACK
POINT (-87.72995529240711 41.73884394057011),610352,1848003.14851,1148925.07434,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8445 S KOLIN AVE, 60652",DURKIN PARK
POINT (-87.71165364057762 41.824377327213384),610353,1879206.41255,1153694.6816,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3456 W 38TH ST, 60632",CALMECA
POINT (-87.7071507281792 41.961721055910864),610354,1929263.29898,1154556.74779,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4416 N TROY ST, 60625",NORTH RIVER
POINT (-87.66385296311167 41.96230777171522),610355,1929566.13237,1166331.09367,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4420 N BEACON ST, 60640",COURTENAY
POINT (-87.69894610650913 41.84776169413336),610357,1887752.89775,1157095.32342,Traditional,HS,"9, 10, 11, 12","2400 S MARSHALL BLVD, 60623",SPRY HS
POINT (-87.63930546895577 41.715665357544054),610362,1839743.60335,1173733.62381,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9811 S LOWE AVE, 60628",EVERS
POINT (-87.6460827440443 41.95681613022009),610363,1927603.21864,1171180.20142,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4140 N MARINE DR, 60613",DISNEY
POINT (-87.61432001021883 41.653732980686485),610364,1817232.22055,1180743.54712,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","330 E 133RD ST, 60827",DUBOIS
POINT (-87.64804432348328 41.71619329561056),610366,1839916.86678,1171346.19551,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9746 S MORGAN ST, 60643",WACKER
POINT (-87.76629755455644 41.8779788328372),610367,1898635.57251,1138671.93278,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","139 S PARKSIDE AVE, 60644",DEPRIEST
POINT (-87.62986865964777 41.705342321152955),610368,1836002.91628,1176340.80921,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","240 W 104TH ST, 60628",HUGHES L
POINT (-87.64676673439911 41.73412547213793),610369,1846453.93999,1171642.88685,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","917 W 88TH ST, 60620",JACKSON M
POINT (-87.62502997956442 41.80611759680971),610380,1872735.3976,1177359.75205,Traditional,HS,"9, 10, 11, 12","4934 S WABASH AVE, 60615",WILLIAMS HS
POINT (-87.62500446842496 41.80520417036024),610381,1872402.60726,1177369.45053,Traditional,HS,"9, 10, 11, 12","4934 S WABASH AVE, 60615",BRONZEVILLE HS
POINT (-87.73529946932085 41.83350727440447),610383,1882487.57364,1147226.60104,Traditional,HS,"9, 10, 11, 12","3120 S KOSTNER AVE, 60623",SOCIAL JUSTICE HS
POINT (-87.73527796161464 41.83616881791408),610384,1883457.46901,1147225.70996,Traditional,HS,"9, 10, 11, 12","3120 S KOSTNER AVE, 60623",INFINITY HS
POINT (-87.73528329704085 41.83528187282801),610385,1883134.26001,1147226.50622,Traditional,HS,"9, 10, 11, 12","3120 S KOSTNER AVE, 60623",MULTICULTURAL HS
POINT (-87.66737776499681 41.80351471547385),610386,1871694.6172,1165821.46411,Options,HS,"10, 11, 12","4946 S PAULINA ST, 60609",PEACE AND EDUCATION HS
POINT (-87.72665959049806 41.894546718772595),610389,1904746.70103,1149423.97623,Traditional,HS,"9, 10, 11, 12","730 N PULASKI RD, 60624",ORR HS
POINT (-87.66578850846128 41.98902070946669),610390,1939296.35142,1165728.81764,Traditional,HS,"9, 10, 11, 12","5900 N GLENWOOD AVE, 60660",RICKOVER MILITARY HS
POINT (-87.67166184964424 41.78204080286074),610391,1863860.64435,1164713.6366,Traditional,HS,"7, 8, 9, 10, 11, 12","6130 S WOLCOTT AVE, 60636",LINDBLOM HS
POINT (-87.73529221730786 41.83439661641913),610392,1882811.6596,1147226.32118,Traditional,HS,"9, 10, 11, 12","3120 S KOSTNER AVE, 60623",WORLD LANGUAGE HS
POINT (-87.65247334563585 41.96554746082514),610394,1930771.07615,1169416.68559,Traditional,HS,"9, 10, 11, 12","900 W WILSON AVE, 60640",UPLIFT HS
POINT (-87.70644464862602 41.7644070751603),610396,1857363.97624,1155273.80279,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3330 W 71ST ST, 60629",TARKINGTON
POINT (-87.69076139189741 41.94138763973928),610402,1921886.73762,1159069.8303,Traditional,HS,"11, 12","3300 N CAMPBELL AVE, 60618",DEVRY HS
POINT (-87.6776361122946 41.883214516587714),610405,1900715.44335,1162802.80446,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2022 W WASHINGTON BLVD, 60612",SUDER
POINT (-87.7020415857877 41.86414856686577),610499,1893718.0118,1156208.02172,Traditional,HS,"9, 10, 11, 12","1313 S SACRAMENTO DR, 60623",COLLINS HS
POINT (-87.72724437841765 41.86697962686208),610503,1894700.16929,1149335.70213,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","4027 W GRENSHAW ST, 60624",FRAZIER PROSPECTIVE
POINT (-87.67754185004422 41.827774912780285),610504,1880513.59858,1162982.76703,Early Childhood,ES,PK,"3625 S HOYNE AVE, 60609",THOMAS
POINT (-87.6330187904462 41.781484903182914),610506,1863741.54846,1175254.81499,Traditional,HS,"10, 11, 12","6201 S STEWART AVE, 60621",TEAM HS
POINT (-87.63275698312634 41.828145322049565),610513,1880744.92915,1175187.62943,Traditional,HS,"9, 10, 11, 12","3630 S WELLS ST, 60609",AIR FORCE HS
POINT (-87.76191637273237 41.88599328647998),610518,1901563.93903,1139845.62761,Traditional,HS,"9, 10, 11, 12","231 N PINE AVE, 60644",AUSTIN CCA HS
POINT (-87.67369603171919 41.902914456505975),610520,1907902.31743,1163820.54324,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1148 N HONORE ST, 60622",LASALLE II
POINT (-87.66652988325733 41.771221111228726),610521,1859928.84316,1166143.90178,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6740 S PAULINA ST, 60636",DAVIS M
POINT (-87.81377123403563 41.99423794962509),610523,1940918.71563,1125486.54675,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6220 N OLCOTT AVE, 60631",EDISON PARK
POINT (-87.68056201258314 41.93579455558985),610524,1919869.56974,1161860.23319,Traditional,HS,"9, 10, 11, 12","2957 N HOYNE AVE, 60618",ALCOTT HS
POINT (-87.65940468445534 41.8935476378506),610529,1904519.28745,1167737.85398,Traditional,HS,"9, 10, 11, 12","1250 W ERIE ST, 60642",OGDEN HS
POINT (-87.5903961020606 41.76775510872349),610530,1858836.06779,1186923.08267,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1415 E 70TH ST, 60637",SOUTH SHORE ES
POINT (-87.7113699213332 41.793479329251525),610532,1867947.92457,1153853.49362,Traditional,ES,"6, 7, 8","3510 W 55TH ST, 60632",HERNANDEZ
POINT (-87.76578057130992 41.921317581679105),610533,1914429.11704,1138708.24832,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2231 N CENTRAL AVE, 60639",PRIETO
POINT (-87.6448414947778 41.905109118866676),610534,1908763.77535,1171669.12564,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","640 W SCOTT ST, 60610",SKINNER NORTH
POINT (-87.77012725797415 41.93493062208358),610539,1919381.9257,1137492.71926,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3000 N MANGO AVE, 60634",CAMRAS
POINT (-87.72478312355827 41.94002591322928),610541,1921322.97398,1149817.27138,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3231 N SPRINGFIELD AVE, 60618",LORCA
POINT (-87.7059172053415 42.00295899415031),610542,1944293.06551,1154782.16171,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6700 N WHIPPLE ST, 60645",WEST RIDGE
POINT (-87.71105882218495 41.79520055456999),610543,1868575.74122,1153933.78775,Traditional,HS,"9, 10, 11, 12","5400 S ST LOUIS AVE, 60632",SOLORIO HS
POINT (-87.73992023378516 41.77107907193362),610544,1859730.41278,1146124.39359,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4707 W MARQUETTE RD, 60629",AZUELA
POINT (-87.57635263779207 41.75879166256017),610547,1855603.26093,1190782.905,Traditional,HS,"9, 10, 11, 12","1955 E 75TH ST, 60649",SOUTH SHORE INTL HS
POINT (-87.6649691328381 41.868575878584245),610548,1895407.75285,1166293.70332,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","1522 W FILLMORE ST, 60607",STEM
POINT (-87.70406006783527 41.73523902189959),610557,1846740.16711,1156002.0848,Options,HS,"9, 10, 11, 12","3284 W 87TH ST, 60652",PATHWAYS - ASHBURN HS
POINT (-87.70734534806047 41.753749801742536),610558,1853478.7724,1155056.33702,Traditional,HS,"9, 10, 11, 12","7651 S HOMAN AVE, 60652",GOODE HS
POINT (-87.68977977275121 41.80649141085714),610559,1872732.77884,1159705.44976,Traditional,ES,"5, 6, 7, 8","2611 W 48TH ST, 60632",SHIELDS MIDDLE
POINT (-87.6833013465923 41.87694744316895),610561,1898419.99321,1161277.39511,Traditional,HS,"9, 10, 11, 12","2245 W JACKSON BLVD, 60612",CRANE MEDICAL HS
POINT (-87.6775413678762 41.80841254258602),610563,1873458.05003,1163036.74625,Traditional,HS,"9, 10, 11, 12","2111 W 47TH ST, 60609",BACK OF THE YARDS HS
POINT (-87.72136351133383 41.95248766939361),610564,1925870.69422,1150715.22135,Traditional,HS,"7, 8, 9, 10, 11, 12","3900 N LAWNDALE AVE, 60618",DISNEY II HS
POINT (-87.64912434695815 41.763895973300585),610565,1857296.91339,1170913.12781,Options,HS,"8, 9, 10, 11, 12","7141 S MORGAN ST, 60621",CAMELOT - EXCEL ENGLEWOOD HS
POINT (-87.70660367604683 41.86647785082858),610566,1894557.69254,1154959.14856,Options,HS,"9, 10, 11, 12","3222 W ROOSEVELT RD, 60624",BRIDGESCAPE - LAWNDALE HS
POINT (-87.64269696865162 41.69515983901628),610567,1832264.1895,1172867.5947,Options,HS,"9, 10, 11, 12","10928 S. HALSTED AVE, 60661",BRIDGESCAPE - ROSELAND HS
POINT (-87.70520632190492 41.939433209108394),610568,1921145.41036,1155145.10554,Options,HS,"9, 10, 11, 12","3100 W BELMONT AVE, 60618",PATHWAYS - AVONDALE HS
POINT (-87.80668177211628 42.017171238947576),610569,1949287.51221,1127362.3281,Options,HS,"9, 10, 11, 12","7500 N HARLEM AVE, 60631",OMBUDSMAN - NORTHWEST HS
POINT (-87.68363453082763 41.78302658059831),610570,1864194.95438,1161445.48894,Options,HS,"9, 10, 11, 12","6057 S. WESTERN AVE, 60635",OMBUDSMAN - SOUTH HS
POINT (-87.68784229509059 41.874672994282946),610571,1897581.85414,1160046.95663,Options,HS,"9, 10, 11, 12","2401 W. CONGRESS PKWY, 60612",OMBUDSMAN - WEST HS
POINT (-87.6878889934761 41.90292503117001),610580,1907876.78073,1159956.80031,Options,HS,"9, 10, 11, 12","2421 W. DIVISION, 60622",BRIDGESCAPE - HUMBOLDT PARK HS
POINT (-87.55990690212751 41.74267138180483),400168,1849769.07608,1195322.75747,Traditional,ES,"K, 1, 2, 3, 4, 5","8401 S SAGINAW AVE, 60617",GREAT LAKES
POINT (-87.55051275982352 41.75311714101605),610572,1853598.60648,1197851.86396,Options,ES,"4, 5, 6, 7, 8","7530 S SOUTH SHORE DR, 60603",CAMELOT - SAFE ES
POINT (-87.6464131367942 41.929849851985445),609774,1917775.90398,1171169.08333,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2625 N ORCHARD ST, 60614",ALCOTT ES
POINT (-87.70018447219638 41.84774672194433),610184,1887744.9519,1156757.95664,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2400 S MARSHALL BLVD, 60623",SPRY ES
POINT (-87.62929656939367 41.89997648907867),610101,1906927.78886,1175916.09024,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","24 W WALTON ST, 60610",OGDEN ES
POINT (-87.73067837614433 41.95046050541308),610515,1925114.03464,1148186.6188,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6","3815 N KEDVALE AVE, 60641",DISNEY II ES
POINT (-87.5518035520084 41.75311490093142),610573,1853594.58811,1197499.66092,Options,HS,"9, 10, 11, 12","7530 S SOUTH SHORE DR, 60603",CAMELOT - SAFE HS
POINT (-87.66313972978341 41.731492301878724),610581,1845459.21626,1167181.45548,Options,HS,"9, 10, 11, 12","8908 S. ASHLAND AVE, 60620",BRIDGESCAPE - BRAINERD HS
POINT (-87.71820414376963 41.935726466269834),400172,1919769.02171,1151618.45314,Traditional,HS,"9, 10, 11, 12","2989 N. MILWAUKEE AVE, 60618",ASPIRA - BUSINESS & FINANCE HS
POINT (-87.75542435392758 41.88826258027161),400178,1902402.70474,1141607.82815,Traditional,ES,"K, 1, 2, 3, 4","416 N. LARAMIE AVE, 60644",MOVING EVEREST
POINT (-87.52798507716913 41.70485859058478),610586,1836070.37349,1204163.38677,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3930 E 105TH ST, 60617",SOUTHEAST
POINT (-87.69705747862847 41.80798719224411),400179,1873263.0596,1157717.24541,Traditional,HS,"9, 10, 11","2911 W 47TH ST, 60632",NOBLE - MANSUETO HS
POINT (-87.72661479996482 41.89380503675415),400180,1904476.51883,1149438.08218,Traditional,ES,"K, 1, 2, 5, 6, 7","730 N PULASKI RD, 60651",KIPP - ONE
POINT (-87.6122391052473 41.80120416594358),610587,1870973.96904,1180862.06034,Traditional,HS,"9, 10, 11","555 E 51ST ST, 60615",DYETT ARTS HS
POINT (-87.67413840184999 41.87631672731323),400142,1898209.19377,1163774.57614,Options,HS,"10, 11, 12","1900 W VAN BUREN ST, 60612",YCCS - VIRTUAL HS
POINT (-87.72542159519747 41.783826321316255),610588,1864403.03008,1150046.59047,Traditional,ES,"5, 6, 7, 8","6018 S KARLOV AVE, 60629",RICHARDSON
POINT (-87.72637962821926 41.78959705309013),610589,1866503.99602,1149770.45946,Traditional,ES,"K, 1, 2","4120 W 57TH ST, 60629",SOR JUANA
POINT (-87.62662117926456 41.81924917287333),610590,1877516.9074,1176886.57813,Traditional,ES,"K, 1, 2","8 W ROOT ST, 60609",BRONZEVILLE CLASSICAL
